Category,Name,Variant Name,Price,URL,SKU
cosmetic,Celebrity Skin,,18.00,https://jeffreestarcosmetics.com/products/celebrity-skin,JSC-JSC-JS008-LP-LL-N-R-00-REG
cosmetic,Redrum,,18.00,https://jeffreestarcosmetics.com/products/redrum,JSC-JSC-JS037-LP-LL-N-R-00-REG
cosmetic,Calabasas,,18.00,https://jeffreestarcosmetics.com/products/calabasas,JSC-YBW-JS007-LP-LL-N-R-17-REG
Eyeshadow Palette,Mini Controversy Palette,,28.00,https://jeffreestarcosmetics.com/products/mini-controversy-palette,JSC-SDC-JS463-EY-EP-N-R-19-REG
Eyeshadow Palette,Conspiracy Palette,,52.00,https://jeffreestarcosmetics.com/products/conspiracy-palette,JSC-SDC-JS464-EY-EP-N-R-19-REG
cosmetic,Lemon Icebox Cookies,,12.00,https://jeffreestarcosmetics.com/products/lemon-icebox-cookies,JSC-HOL-JS093-LP-LS-N-R-17-REG
cosmetic,Spearmint,,12.00,https://jeffreestarcosmetics.com/products/spearmint,JSC-JSC-JS087-LP-LS-N-R-00-REG
cosmetic,Mojito,,12.00,https://jeffreestarcosmetics.com/products/mojito,JSC-JSC-JS083-LP-LS-N-R-00-REG
Lip Ammo,LIP AMMO: Beauty Pageant,,18.00,https://jeffreestarcosmetics.com/products/lip-ammo-beauty-pageant,JSC-JSC-JS062-LP-LA-N-R-00-REG
Hoodie,Tie Dye Gold Leaf Hoodie,Small,45.00,https://jeffreestarcosmetics.com/products/jsc-agc-js429-ow-hd-u-s,JSC-AGC-JS429-OW-HD-U-S-CU-002
Hoodie,Tie Dye Gold Leaf Hoodie,Medium,45.00,https://jeffreestarcosmetics.com/products/jsc-agc-js429-ow-hd-u-s,JSC-AGC-JS429-OW-HD-U-S-CU-003
Hoodie,Tie Dye Gold Leaf Hoodie,Large,45.00,https://jeffreestarcosmetics.com/products/jsc-agc-js429-ow-hd-u-s,JSC-AGC-JS429-OW-HD-U-S-CU-004
Hoodie,Tie Dye Gold Leaf Hoodie,X-Large,45.00,https://jeffreestarcosmetics.com/products/jsc-agc-js429-ow-hd-u-s,JSC-AGC-JS429-OW-HD-U-S-CU-005
Hoodie,Tie Dye Gold Leaf Hoodie,2X-Large,45.00,https://jeffreestarcosmetics.com/products/jsc-agc-js429-ow-hd-u-s,JSC-AGC-JS429-OW-HD-U-S-CU-006
Hoodie,Tie Dye Gold Leaf Hoodie,3X-Large,45.00,https://jeffreestarcosmetics.com/products/jsc-agc-js429-ow-hd-u-s,JSC-AGC-JS429-OW-HD-U-S-CU-007
